ID_star,ID_system,Name,GJ,Karmn,RA_J2016,DE_J2016,SpT,SpTnum,SpT_ref,Type,Class,Component,System,SB,SB_ref,Discoverer,Group,Group_ref,Nplanet,Planet_ref,Category,Remarks,WDS_id,WDS_comp,WDS_obs1,WDS_obs2,WDS_nobs,WDS_pa2,WDS_sep2,WDS_mag1,WDS_mag2,s01,rho01,theta01,s01_ref,s02,rho02,theta02,muratio,deltaPA,deltad,M_Msol,eM_Msol,R_Rsol,eR_Rsol,MR_ref,L_Lsol,eL_Lsol,L_ref,MG_mag,eMG_mag,Teff_K,eTeff_K,Teff_ref,logg,elogg,Fe_H,Fe_H_ref,q,P01,eP01,P01_ref,P02,eP02,Ug_J,eUg_J,crit_ruwe,crit_ipd_ruwe,crit_rv,crit_rv_error,crit_ipd_fmp,crit_dupl_source,crit_non_single,crit_DR3_non_single,Candidate,GaiaDR3_id,2MASS_id,AllWISE_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_ref,pmra,pmra_error,pmdec,pmdec_error,pm_ref,rv,rv_error,rv_ref,ruwe,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,phot_bp_n_blended_transits,phot_rp_n_blended_transits,phot_variable_flag,rv_chisq_pvalue,rv_amplitude_robust,rv_nb_transits,rv_renormalised_gof,astrometric_n_obs_al,astrometric_n_good_obs_al,ipd_gof_harmonic_amplitude,ipd_frac_multi_peak,duplicated_source,BP_mag,eBP_mag,G_mag,eG_mag,RP_mag,eRP_mag,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,Qf_2M,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Qf_W
1825,499,PM J15597+4403B,,,15:59:46.70,+44:04:01.0,M8.0 V,78.0,Bow15a,Multiple,Double,B,,,,JNN 106,,,0,,2,,15598+4404,,2000,2018,15,282.60,5.5,11.8,18.2,238.7011,5.6224,284.29,,,,,0.0867,4.7138,0.0088,0.1064,0.0467,0.1130,0.0209,This work,,,n/a,14.1913,0.0092,,,n/a,,,,n/a,0.1600,,,,4200,146,5.228E+35,2.304E+35,false,false,false,false,false,false,0,,false,1384769478538401280,15594680+4404009,J155946.59+440405.4,239.94457531878400,0.09319360554218290,44.066932072694100,0.08048000186681750,23.554163370916600,0.09232299,DR3,-66.80897109626950,0.12235412,-14.219405158055200,0.117589965,DR3,,,n/a,0.9575593,0.7507337927818300,14.370534896850600,2.1087735,2,0,NOT_AVAILABLE,,,,,360,359,0.010923518799245400,0,false,19.3456,0.1062,17.3310,0.0035,15.6415,0.0253,12.884,0.046,12.348,0.064,12.029,0.025,AAA,11.545,0.030,11.377,0.031,9.788,0.042,8.316,0.178,AAAB
1826,0,GJ 606,606,J15598-082,15:59:53.60,-08:15:12.0,M1.0 V,71.0,Rei95,Single,,-,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,0.4745,0.0121,0.4724,0.0046,This work,0.0381384900,0.0002402567,This work,8.9850,0.0029,3707,14,Marf21,4.50,0.25,-0.02,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,4347870370990204928,15595337-0815114,J155953.52-081511.8,239.97333281720200,0.020686671137809800,-8.253319518751890,0.014899478293955300,75.29409426657960,0.02317745,DR3,202.4425447694920,0.028019138,-25.625643916501900,0.01855946,DR3,-17.66413,0.18234703,DR3,1.3153642,0.16090914607048000,30.276948928833000,1.3699384,0,0,VARIABLE,0.15533899,1.3395481,13,-3.207448,291,287,0.009878908284008500,0,false,10.7265,0.0029,9.6012,0.0028,8.5458,0.0038,7.185,0.030,6.601,0.047,6.343,0.029,AAA,6.210,0.106,6.060,0.035,6.091,0.025,5.985,0.048,AAAA
1827,0,GJ 3933,3933,J16008+403,16:00:50.40,+40:19:38.7,M3.0 V,73.0,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.3498,0.0149,0.3543,0.0108,This work,0.0134097282,0.0000539484,This work,10.3352,0.0029,3300,50,This work,5.50,0.25,-0.38,Jon20,,,,,,,,,false,false,false,false,false,false,0,,false,1382797843737951616,16005083+4019441,J160050.53+401940.4,240.20998510940700,0.014225663617253300,40.32742494934250,0.015057602897286400,47.33005294303280,0.017212873,DR3,-280.62826163999400,0.017336594,-300.0292930903320,0.020527504,DR3,-51.770462,0.28687423,DR3,1.2593598,0.1709996610879900,45.474056243896500,1.4318689,1,0,NOT_AVAILABLE,0.9417961,5.256832,25,-2.1667082,406,403,0.010666091926395900,0,false,13.3731,0.0031,11.9595,0.0028,10.7912,0.0038,9.216,0.021,8.620,0.023,8.363,0.018,AAA,8.218,0.023,8.083,0.020,7.939,0.018,7.886,0.100,AAAA
1828,0,GJ 607,607,J16017+301,16:01:43.15,+30:10:52.9,M3.0 V,73.0,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.3910,0.0159,0.3934,0.0116,This work,0.0186293814,0.0000779113,This work,9.9454,0.0030,3400,50,This work,4.50,0.25,-0.26,Jon20,,,,,,,,,false,false,false,false,false,false,0,,false,1320545217653492864,16014360+3010502,J160143.29+301052.1,240.4298070154370,0.013810156844556300,30.181367389399100,0.017055533826351200,51.771283137806000,0.022180615,DR3,-328.83819990605400,0.018089613,141.99783994353500,0.022927273,DR3,7.989349,0.19821025,DR3,1.2220355,0.20689743757247900,78.73665618896480,1.4253713,26,28,NOT_AVAILABLE,0.47108537,3.078936,34,-1.8440533,514,507,0.005581671837717300,1,false,12.7297,0.0030,11.3750,0.0028,10.2222,0.0038,8.666,0.018,8.086,0.023,7.873,0.033,AAA,7.704,0.024,7.567,0.020,7.455,0.017,7.326,0.089,AAAA
1829,500,GJ 3935,3935,J16018+304,16:01:52.43,+30:27:37.0,M2.5 V,72.5,Rei95,Multiple,Double,A,A+B,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.3826,0.0156,0.3854,0.0114,This work,0.0178801715,0.0000745305,This work,9.9969,0.0030,3400,50,This work,4.50,0.25,-0.12,Jon20,,,,,,,,,false,false,false,false,false,false,0,,false,1320567993864001024,16015262+3027347,J160152.49+302736.2,240.46846759320500,0.011504214257001900,30.46028084431290,0.014033786952495600,35.27872526416170,0.017253026,DR3,-139.3909684351540,0.015254756,130.5106760334290,0.019448893,DR3,-33.49918,0.31692484,DR3,1.4185177,0.17016127705574000,48.978633880615200,1.4264858,1,1,VARIABLE,0.5207184,5.64884,36,-0.57950544,542,539,0.006191331893205640,0,false,13.6431,0.0030,12.2593,0.0028,11.1006,0.0038,9.530,0.022,8.949,0.020,8.692,0.018,AAA,8.528,0.023,8.409,0.020,8.278,0.020,8.227,0.176,AAAB
1830,500,GJ 3936,3936,J16017+304,16:01:44.35,+30:27:42.9,M4.5 V,74.5,Rei95,Multiple+,Double,B,,,,LDS4626,,,0,,2,WDS separation corrected,16019+3027,,1960,2015,12,273.30,104.849,13.35,15.18,2948.0874,104.7109,273.26,,,,,0.0680,3.7793,0.0068,0.2189,0.0112,0.2302,0.0069,This work,0.0063823778,0.0000733026,This work,11.8312,0.0088,3400,50,This work,2.50,0.25,-0.18,Jon20,0.5721,,,,206396,3295,5.012E+34,3.279E+33,true,true,false,true,true,false,0,,true,1320567792002123648,16014453+3027407,J160144.39+302742.3,240.43477790085900,0.0889529287815094,30.46192933590250,0.10187653452158000,35.518264198612700,0.13456888,DR3,-128.63464440105800,0.116376065,137.43738072716000,0.14639284,DR3,-37.076893,19.275076,DR3,3.1739974,1.3151594400405900,977.6952514648440,2.3400085,1,0,NOT_AVAILABLE,0.0,131.2619,8,21.667133,557,484,0.1284833550453190,86,false,15.4599,0.0041,14.0789,0.0030,12.3150,0.0040,10.427,0.022,9.839,0.020,9.540,0.020,AAA,9.347,0.022,9.161,0.020,8.986,0.027,9.065,0.492,AAAC
1831,0,GJ 609,609,J16028+205,16:02:49.85,+20:35:01.2,M4.0 V,74.0,Rei95,Single,,-,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,0.2411,0.0103,0.2512,0.0051,This work,0.0072644535,0.0000299604,This work,11.1628,0.0029,3362,34,Marf21,4.50,0.25,-0.10,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,1205070452055788928,16025098+2035218,J160250.24+203508.2,240.70770535248000,0.020674172788858400,20.583654043582900,0.023597050458192800,99.79477183154230,0.032789495,DR3,-961.3158671588090,0.025124297,-1242.6207595090300,0.02820866,DR3,6.8568945,0.18668264,DR3,1.5123907,0.29755133390426600,175.03114318847700,1.4822801,36,0,NOT_AVAILABLE,0.26214248,2.6591349,31,-4.5586376,555,547,0.007199061568826440,2,false,12.8111,0.0030,11.1673,0.0028,9.9241,0.0038,8.132,0.020,7.648,0.023,7.369,0.017,AAA,7.214,0.031,7.024,0.020,6.928,0.016,6.756,0.088,AAAA
1832,0,PM J16033+1735,,J16033+175,16:03:20.60,+17:35:55.0,M2.0 V,72.0,Lep13,Candidate,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.6218,0.0271,0.5933,0.0123,This work,0.0878927931,0.0012927860,This work,8.1119,0.0130,3500,50,This work,5.50,0.25,0.28,Gai14b,,,,,,,,,true,false,false,false,false,false,0,,true,1199567224561188352,16032066+1735546,J160320.61+173554.9,240.83582404408200,0.10596626251936000,17.59862075118540,0.09708297997713090,22.744585996237500,0.13320991,DR3,-49.62705799286550,0.11806077,25.530930276828200,0.122912385,DR3,-12.552151,0.24941956,DR3,7.5054007,1.0259497165679900,1707.6663818359400,1.3881614,0,0,NOT_AVAILABLE,0.85539895,3.378992,22,-1.8326373,311,303,0.010958163999021100,0,false,12.5041,0.0029,11.3275,0.0028,10.2431,0.0038,8.821,0.019,8.188,0.021,7.955,0.020,AAA,7.814,0.026,7.780,0.022,7.677,0.018,7.577,0.146,AAAB
1833,0,GJ 3937,3937,J16043-062,16:04:19.91,-06:16:59.9,M4.5 V,74.5,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.1754,0.0106,0.1890,0.0064,This work,0.0026064725,0.0000247041,This work,12.5710,0.0030,3000,50,This work,4.50,0.25,0.03,Kuz19,,,,,,,,,false,false,false,false,false,false,0,,false,4350216075969473408,16041999-0616453,J160419.93-061655.0,241.08295588753100,0.026438342407345800,-6.283294349623360,0.02197662554681300,57.0004447702111,0.031535305,DR3,-71.69855043545860,0.035915796,-866.8620095106990,0.026530204,DR3,,,n/a,1.2720575,0.19660413265228300,21.582796096801800,1.5443084,0,0,NOT_AVAILABLE,,,,,299,298,0.009376893751323220,0,false,15.8357,0.0045,13.7916,0.0028,12.4608,0.0040,10.452,0.019,9.880,0.025,9.548,0.020,AAA,9.373,0.229,9.167,0.020,8.975,0.032,8.768,,BAAU
1834,0,BPM 91242,,J16046+263,16:04:36.85,+26:20:44.6,M0.5 V,70.5,Lep13,Single,,-,,,,,IC 2391,Cor24,0,,3,,,,,,,,,,,,,,,,,,,,,0.6019,0.0274,0.5755,0.0123,This work,0.0637038574,0.0002375864,This work,8.2438,0.0030,3800,50,This work,5.00,0.25,-0.08,Jon20,,,,,,,,,false,false,false,false,false,false,0,,false,1315465748812551424,16043696+2620430,J160436.89+262044.0,241.15355861474200,0.010732920840382600,26.345722051414800,0.014131066389381900,36.19337139002680,0.01990636,DR3,-95.69901217137110,0.014342627,86.56905300714120,0.020481884,DR3,-24.389776,0.15596642,DR3,1.0474383,0.1765601634979250,67.17626953125,1.3298064,0,0,VARIABLE,0.107353866,2.106039,40,-0.059239883,690,687,0.006572186015546320,0,false,11.4158,0.0029,10.4507,0.0028,9.4774,0.0038,8.251,0.020,7.641,0.018,7.436,0.016,AAA,7.306,0.034,7.290,0.021,7.222,0.017,7.118,0.119,AAAB
1835,501,HD 144579,611 A,,16:04:56.01,+39:09:24.3,G8 V,58.0,van09,Multiple,Double,A,A+B,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.9400,0.1410,0.9140,0.1371,Pec13,0.4140867889,0.0012131252,This work,5.6755,0.0028,5300,50,This work,4.00,0.25,-0.53,Ros21,,,,,,,,,false,false,false,false,false,false,0,,false,1379500756257031808,16045689+3909234,J160456.29+390923.9,241.23336805671400,0.01130622997879980,39.156743577014100,0.012552902102470400,69.64054505311040,0.014048296,DR3,-570.8715972072280,0.015640566,52.633175549332300,0.017046398,DR3,-59.435448,0.11889611,DR3,0.8392777,0.10246606171131100,13.300887107849100,1.2172549,0,0,NOT_AVAILABLE,0.7465693,0.55828094,24,-1.3393813,341,339,0.008381548337638380,0,false,6.8429,0.0028,6.4612,0.0028,5.8981,0.0038,5.182,0.020,4.824,0.017,4.755,0.016,AAA,4.733,0.178,4.601,0.083,4.777,0.015,4.730,0.025,BAAA
1836,501,HD 144579B,611 B,J16048+391,16:04:50.08,+39:09:36.6,M4.0 V,74.0,Alo15a,Multiple,Double,B,,,,WNO 47,,,0,,2,,16048+3910,,1972,2016,9,280.10,69.998,6.66,12.86,1005.1715,69.9976,280.14,,,,,0.0233,0.9768,0.0000,0.1656,0.0101,0.1797,0.0056,This work,0.0030521329,0.0000114221,This work,12.0690,0.0029,3200,50,This work,4.50,0.25,-0.62,Ter15a,0.1762,,,,30309,1938,2.732E+35,4.424E+34,false,false,false,false,false,false,0,,false,1379500928055726848,16045093+3909359,J160450.35+390936.3,241.20868366880900,0.015453066676855100,39.16016523606520,0.01673296093940740,69.63745120606850,0.019233797,DR3,-562.8536015218510,0.020772137,42.2310012063391,0.021811089,DR3,-58.215263,0.51588273,DR3,1.1453565,0.16944128274917600,28.82694435119630,1.4780487,1,0,NOT_AVAILABLE,0.59155667,8.70393,26,-0.30469966,356,353,0.012107391841709600,0,false,14.5207,0.0034,12.8548,0.0028,11.6125,0.0038,9.903,0.021,9.453,0.021,9.159,0.017,AAA,8.981,0.023,8.754,0.021,8.614,0.020,8.618,0.222,AAAB
1837,0,GJ 3941,3941,J16054+769,16:05:26.51,+76:54:58.5,M2.5 V,72.5,Rei95,Candidate,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.4815,0.0186,0.4790,0.0141,This work,0.0276283957,0.0001483659,This work,9.5010,0.0036,3400,50,This work,5.00,0.25,,n/a,,,,,,,,,true,false,false,false,true,false,0,,true,1704429394569760384,16052821+7654572,J160527.07+765458.0,241.36044145375700,0.04452909529209140,76.91624377197840,0.04232218116521840,43.60431644230990,0.046121567,DR3,-343.8078492738770,0.05416386,80.42470161738100,0.057997342,DR3,-43.254803,0.1862882,DR3,2.8574893,0.531833827495575,409.6846008300780,1.4286315,0,0,NOT_AVAILABLE,0.9872681,2.2024345,21,-3.455077,340,337,0.04963292181491850,31,false,12.6149,0.0035,11.3034,0.0028,10.1552,0.0039,8.632,0.024,7.990,0.018,7.736,0.018,AAA,7.576,0.031,7.495,0.020,7.389,0.016,7.262,0.062,AAAA
1838,0,LP 329-30,,J16062+290,16:06:13.41,+29:02:01.6,M2.0 V,72.0,Lep13,Candidate,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.6192,0.0271,0.5909,0.0122,This work,0.0868995190,0.0005181853,This work,8.1295,0.0044,3500,50,This work,5.50,0.25,0.12,Jon20,,,,,,,,,true,false,false,false,false,false,0,,true,1317233145033878656,16061363+2901553,J160613.48+290159.4,241.55587905930600,0.026723066344857200,29.033768449238700,0.032328758388757700,26.856946673022800,0.041277595,DR3,-169.7600903520400,0.0407477,368.559604922956,0.04826014,DR3,-54.9772165,4.3051504,DR2,2.7221177,0.3979625105857850,277.9302673339840,1.3837659,0,0,NOT_AVAILABLE,,,,,490,489,0.009483403526246550,0,false,12.1602,0.0029,10.9842,0.0028,9.9041,0.0038,8.473,0.020,7.800,0.018,7.601,0.016,AAA,7.464,0.031,7.443,0.021,7.342,0.017,7.258,0.092,AAAA
1839,502,GJ 611.3,611.3,J16066+083,16:06:40.66,+08:23:19.6,M0.5 V,70.5,Rei95,Multiple,Triple,AB,(AB)+C,,,JOD 9,,,0,,2,,16067+0823,BC,2008,2017,5,291.00,0.599,14.4,14.7,21.0615,0.599,291.00,,,,,,,,,,,,n/a,,,n/a,8.1890,0.0032,,,n/a,,,0.26,Kuz19,,,,,,,,,false,false,false,false,false,false,0,,false,4451575895403432064,16064117+0823182,J160640.80+082319.3,241.66941371698600,0.0160827673971653,8.388763953359290,0.01159032341092830,28.440481924961800,0.021208568,DR3,-506.3139067748110,0.020067386,85.54058281687630,0.016542818,DR3,-41.17551,0.20341583,DR3,1.3855778,0.15674598515033700,41.24359893798830,1.3454884,9,8,NOT_AVAILABLE,0.9045337,1.2696075,10,-1.6195855,490,480,0.01287750992923980,0,false,11.9022,0.0030,10.9193,0.0028,9.9246,0.0039,8.422,0.024,7.769,0.036,7.565,0.026,AAA,7.365,0.030,7.349,0.020,7.261,0.018,7.020,0.091,AAAA
1840,502,Gaia DR3 4451575895400385536,,,16:06:40.51,+08:23:20.4,M3.5 V,73.5,This work,Multiple,Triple,C,,,,JOY 6,,,0,,2,,16067+0823,AB,1973,2017,7,291.00,2.454,11.8,13.8,,2.4071,290.42,,,,,,,,,,,,n/a,,,n/a,,,,,n/a,,,,n/a,,,,,,,,,false,false,false,false,true,true,0,,false,4451575895400385536,,,241.66878031769800,5.831867694854740,8.388997215164420,0.8114165663719180,,,n/a,,,,,-,,,n/a,,1.9556758403778100,893.3822631835940,,,,NOT_AVAILABLE,,,,,98,94,0.07820464670658110,71,true,,,13.3901,0.0072,,,,,,,,,,,,,,,,,,
1841,0,GJ 3939,3939,J16074+059,16:07:27.90,+05:57:56.0,M3.5 V,73.5,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.3826,0.0160,0.3853,0.0117,This work,0.0158641823,0.0001056215,This work,10.1685,0.0033,3300,50,This work,5.00,0.25,-0.18,Ter15a,,,,,,,,,false,false,false,false,false,false,0,,false,4449697134970678016,16072820+0557594,J160728.00+055757.2,241.8662387080960,0.025155771523714100,5.965543604733740,0.026081055402755700,37.952015544435100,0.03206374,DR3,-291.02012211249700,0.030672273,-223.40514214906900,0.028546434,DR3,-90.39884,0.41663265,DR3,1.886043,0.2526886463165280,85.82640075683590,1.4444396,2,0,NOT_AVAILABLE,0.8588739,6.036606,20,-3.2234156,299,299,0.016770994290709500,0,false,13.7288,0.0042,12.2723,0.0028,11.0864,0.0039,9.525,0.024,8.947,0.044,8.651,0.021,AAA,8.528,0.023,8.368,0.020,8.263,0.023,8.133,0.237,AAAB
1842,0,GJ 1198,1198,J16082-104,16:08:14.56,-10:26:35.1,M4.5 V,74.5,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.2191,0.0115,0.2304,0.0072,This work,0.0050152405,0.0000233742,This work,11.6149,0.0030,3200,50,This work,4.00,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,4343596947252195200,16081497-1026133,J160814.70-102627.7,242.0606800779340,0.020095473155379300,-10.443085209860700,0.01402232889086010,46.304374985632800,0.02318718,DR3,-367.8570953889130,0.027879834,-1302.5259326735800,0.017041199,DR3,10.366884,1.1390073,DR3,1.3681654,0.1036493182182310,8.177251815795900,1.485164,0,0,NOT_AVAILABLE,0.12594566,12.997904,14,0.03627263,264,264,0.02366933412849900,0,false,14.9853,0.0035,13.2868,0.0028,12.0349,0.0039,10.257,0.022,9.749,0.025,9.529,0.026,AAA,9.381,0.023,9.144,0.020,8.975,0.033,8.592,,AAAU
1843,0,GJ 3942,3942,J16090+529,16:09:03.50,+52:56:39.0,M0.0 V,70.0,Rei95,Single,,-,,,,,,,1,Per17,1,,,,,,,,,,,,,,,,,,,,,0.5985,0.0274,0.5725,0.0123,This work,0.0649644062,0.0002368113,This work,8.2665,0.0028,3800,50,This work,4.50,0.25,-0.08,Mal20,,,,,,,,,false,false,false,false,false,false,0,,false,1428030622526979968,16090309+5256379,J160903.37+525638.5,242.26459230624100,0.01321137510240080,52.94415284692020,0.011730151250958400,58.99709854203000,0.013271692,DR3,204.16399855722900,0.015100478,62.09277705950410,0.014946797,DR3,-19.332933,0.15189601,DR3,1.1466008,0.11379944533109700,15.707589149475100,1.3320262,0,0,VARIABLE,0.97282577,1.0682621,19,-0.52717924,344,340,0.023185787722468400,1,false,10.3966,0.0031,9.4123,0.0028,8.4312,0.0038,7.185,0.020,6.525,0.020,6.331,0.018,AAA,6.262,0.081,6.166,0.028,6.166,0.015,6.054,0.036,AAAA
1844,0,LP 504-59,,J16092+093,16:09:15.90,+09:21:11.0,M3.0 V,73.0,Lep13,Single,,-,,,,,Hya,Cor24,0,,2,,,,,,,,,,,,,,,,,,,,,0.3526,0.0107,0.3570,0.0041,This work,0.0177737050,0.0000979201,This work,9.9976,0.0029,3517,18,Marf21,4.50,0.25,-0.01,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,4453239765733463936,16091625+0921077,J160916.02+092109.6,242.31623494090100,0.018054494634270700,9.353067995129820,0.01477533858269450,73.71779207255110,0.024681067,DR3,-341.05714759528400,0.022357522,218.64323433013000,0.020458603,DR3,-45.113316,0.15290926,DR3,1.3463448,0.17728659510612500,45.71802520751950,1.4231657,0,0,NOT_AVAILABLE,0.9676487,1.6727905,24,-5.0522513,365,365,0.01300542801618580,5,false,12.0061,0.0033,10.6597,0.0028,9.5103,0.0039,7.969,0.023,7.346,0.042,7.136,0.016,AAA,6.997,0.031,6.850,0.018,6.803,0.013,6.599,0.075,AAAA
1845,0,K2-33,,J16102-193,16:10:14.73,-19:19:09.8,M3.0 V,73.0,Dav16,Single,,-,,,,,USco,Pre02,1,Dav16,1,Young stellar object candidate in Simbad,,,,,,,,,,,,,,,,,,,,,,,,n/a,0.1054643100,0.0010659313,This work,8.4180,0.0076,3365,72,Marf21,3.00,0.25,-0.02,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,6245758900889486720,16101473-1919095,J161014.73-191909.6,242.56136207746900,0.021151525899767900,-19.31938640280630,0.014024745672941200,7.192895147857240,0.023388652,DR3,-9.592312300513260,0.028285926,-23.963789952819500,0.021090338,DR3,-5.634314,3.4736102,DR3,1.2156564,0.08109264075756070,2.9512441158294700,1.4623592,0,0,VARIABLE,,,11,,275,274,0.015367021784186400,1,false,15.7329,0.0048,14.1335,0.0029,12.9124,0.0041,11.095,0.023,10.332,0.022,10.026,0.019,AAA,9.890,0.023,9.762,0.021,9.610,0.049,8.412,,AAAU
1846,503,TYC 371-1053-1,,J16120+033,16:12:04.68,+03:18:19.8,M2.0 V,72.0,Lep13,Multiple+,Double,A,A+B,,,,UMa,Cor24,0,,3,,,,,,,,,,,,,,,,,,,,,0.6022,0.0274,0.5758,0.0124,This work,0.0774533153,0.0011500807,This work,8.2419,0.0129,3500,50,This work,5.50,0.25,-0.18,Pas18,,,,,,,,,true,false,false,false,false,false,0,,true,4412390297423038336,16120464+0318208,J161204.66+031820.1,243.01948988619400,0.14897125959396400,3.305495420398960,0.12487943470478100,33.651672842476,0.19459945,DR3,29.156555543458300,0.18341713,-59.5747036254879,0.1403507,DR3,8.435,0.22345036,DR3,11.379207,1.3601117134094200,2345.553955078130,1.3886806,0,0,VARIABLE,0.6637179,1.9644585,16,-1.6675537,270,268,0.018139412626624100,0,false,11.7642,0.0030,10.6069,0.0028,9.5262,0.0038,8.127,0.018,7.498,0.026,7.267,0.023,AAA,7.133,0.031,7.075,0.019,7.005,0.015,6.972,0.081,AAAA
1847,503,1RXS J161204.8+031850,,,16:12:05.06,+03:18:52.4,M3.5 V,73.5,Alo15a,Multiple+,Double,B,,,,SKF2840,,,0,,2,,16121+0318,,1954,2016,13,9.90,33.101,11.53,14.31,977.9461,33.1004,9.98,,,,,0.1167,3.9587,0.0058,0.2732,0.0127,0.2816,0.0085,This work,0.0107245659,0.0002132121,This work,11.1366,0.0168,3500,50,This work,3.00,0.25,0.09,Ter15a,0.4537,,,,32687,564,2.968E+35,1.930E+34,true,false,false,false,true,false,0,,true,4412390293124414976,16120503+0318533,J161205.05+031852.8,243.0210862962850,0.2096937894821170,3.3145508002479700,0.1581496149301530,33.8468702416295,0.25633705,DR3,36.74387266667690,0.2543366,-63.548969365609300,0.17829093,DR3,15.481476,4.9427714,DR3,10.25315,1.6956439018249500,1835.0418701171900,2.522897,34,33,NOT_AVAILABLE,3.8404946E-11,23.67199,6,6.2895555,253,239,0.06582636386156080,97,false,14.5555,0.0037,13.4890,0.0032,11.6685,0.0040,9.957,0.027,9.346,0.024,9.089,0.021,AAA,8.879,0.023,8.712,0.020,8.553,0.024,8.698,0.437,AAAC
1848,0,LP 804-27,,J16126-188,16:12:41.82,-18:52:35.2,M3.0 V,73.0,Gra06,Single,,-,,,,,,,1,App10,1,,,,,,,,,,,,,,,,,,,,,0.4397,0.0307,0.4303,0.0138,This work,,,n/a,9.4325,0.0029,,,n/a,,,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,6245870673116518784,16124178-1852317,J161241.81-185234.0,243.17425206530800,0.02581130899488930,-18.876454482180000,0.016316045075655000,68.60997988235450,0.028663991,DR3,36.44735269088710,0.030229578,-214.02462739770100,0.02153878,DR3,-4.9285083,0.1907812,DR3,1.2778709,0.1758737862110140,39.70835876464840,1.4277182,9,2,NOT_AVAILABLE,0.7425879,1.2174306,11,-1.7388324,249,246,0.03522777184844020,0,false,11.6122,0.0031,10.2506,0.0028,9.0945,0.0039,7.555,0.026,6.855,0.044,6.589,0.018,AAA,6.508,0.077,6.383,0.026,6.330,0.016,6.108,0.058,AAAA
1849,504,sig CrB A,9550 A,,16:14:40.51,+33:51:29.6,F6 V,46.0,Str94,Multiple,Quintuple,Aab,Aab+B+(CD),SB2,Str03/Rag09,Str03,,,0,,1,,,,,,,,,,,0.013106,,,Rag09,,,,,,,2.2270,0.0730,,,Rag09,,,n/a,3.6514,0.0039,,,n/a,,,-0.01,Luc17,0.9586,1.13979142,0.00000008,Rag09,,,,,false,false,false,false,false,false,0,,false,1328866562170960512,16144084+3351307,J161440.64+335130.2,243.66878716838000,0.033465273678302800,33.85822643128280,0.04117231070995330,44.05746961395320,0.045887534,DR3,-268.2164084531520,0.042708773,-87.28170012108710,0.057757672,DR3,,,n/a,1.2206292,0.4093988835811620,275.8368835449220,1.1975752,0,0,NOT_AVAILABLE,,,,,334,321,0.03854384645819660,0,false,5.7519,0.0051,5.4313,0.0032,4.9466,0.0062,3.948,0.976,3.346,0.698,4.052,0.036,DDE,3.090,,3.713,0.348,4.054,0.016,3.977,0.028,UBAA
1850,504,sig CrB B,9550 B,,16:14:40.01,+33:51:25.8,G1 V,51.0,Gra03,Multiple,Quintuple,B,,,,STF2032,,,0,,2,WDS separation corrected,16147+3352,BD,1828,2021,72,80.50,102.038,6.49,10.78,163.8450,7.2311,238.53,,,,,0.0806,2.9177,0.0017,1.0300,0.1545,1.0086,0.1590,Pec13,0.9935248494,0.0017966491,This work,4.6621,0.0029,5900,50,This work,4.50,0.25,-0.02,Ros21,,,,,1867,114,2.567E+36,3.854E+35,false,false,false,false,false,false,0,,false,1328866562170960384,16144043+3351272,J161440.15+335126.7,243.66672417598100,0.011544960550963900,33.857177734562300,0.01522014569491150,44.13402082423080,0.0178749,DR3,-290.85992490733000,0.015044548,-78.52360571530250,0.02117787,DR3,-14.8669,0.16568811,DR3,1.0779307,0.14518095552921300,29.2902889251709,1.2007941,2,0,NOT_AVAILABLE,0.012336437,0.77604675,22,1.496865,410,408,0.03697534650564190,0,false,6.7430,0.0030,6.4382,0.0028,5.9613,0.0039,6.830,,6.671,,5.057,0.020,UUA,3.564,,4.548,0.495,5.104,0.034,5.054,0.063,UCAA
